x-coordinate,y-coordinate,Similarity_score
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/b0d28143-7237-4726-9d36-506db0f74a09.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c6955c33-d5ca-4b7f-aca9-2f8e1231b33e.txt,0.9375
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/b0d28143-7237-4726-9d36-506db0f74a09.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bf28561f-176b-4858-bed0-f501db09eca5.txt,0.90625
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/b0d28143-7237-4726-9d36-506db0f74a09.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/f2f4e443-9245-4a7a-8d77-99b84a592870.txt,0.90625
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/b0d28143-7237-4726-9d36-506db0f74a09.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/46927ddd-3617-4928-b5af-f2e738a67769.txt,0.9375
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c6955c33-d5ca-4b7f-aca9-2f8e1231b33e.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bf28561f-176b-4858-bed0-f501db09eca5.txt,0.8125
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c6955c33-d5ca-4b7f-aca9-2f8e1231b33e.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/f2f4e443-9245-4a7a-8d77-99b84a592870.txt,0.8125
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c6955c33-d5ca-4b7f-aca9-2f8e1231b33e.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/46927ddd-3617-4928-b5af-f2e738a67769.txt,0.84375
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bf28561f-176b-4858-bed0-f501db09eca5.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/f2f4e443-9245-4a7a-8d77-99b84a592870.txt,0.9375
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bf28561f-176b-4858-bed0-f501db09eca5.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/46927ddd-3617-4928-b5af-f2e738a67769.txt,0.9375
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/f2f4e443-9245-4a7a-8d77-99b84a592870.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/46927ddd-3617-4928-b5af-f2e738a67769.txt,0.8125
